Tier,State,Type,Firm,City,Decision-maker,Contact,Fit,Notes
WA-alert-new,WA,CPA,Bell & Bell PLLC,Sequim,,sequim@bellscpa.com,,"CPA firm doing bookkeeping, tax, and payroll for WA businesses; individual + business"
WA-alert-new,WA,CPA,Meyer & Company CPAs,Sequim,,info@meyer.cpa,,"CPA firm; federal/state/local tax prep & planning, bookkeeping for individuals + business"
WA-alert-new,WA,CPA,Sequim CPA (Sequim Accounting),Sequim,,cynthia@sequim-cpa.com,,Full financial services firm; tax prep/planning for individuals + small business
WA-alert-new,WA,CPA,NW Accounting Professionals LLC,Battle Ground,Chris L. Edgren,officemanager@nwapllc.com,,"Licensed WA CPA firm, tax prep & accounting"
WA-alert-new,WA,CPA,Rodger Moran CPA,Battle Ground,Rodger Moran,rodger@rodgermorancpa.com,,"Tax prep CPA serving Battle Ground, Vancouver, Ridgefield"
WA-alert-new,WA,CPA,Wayne Rivers CPA,Battle Ground,Wayne Rivers,info@wayneriverscpa.com,,"Solo CPA tax service, Battle Ground"
WA-alert-new,WA,CPA,Barrett and Company,Camas,,hello@barrett-cpa.com,,"Family-owned Camas CPA firm, personalized tax plans"
WA-alert-new,WA,CPA,Swank CPA,Camas,Mindy Swank,mindy@swankcpa.com,,"Accounting, bookkeeping, payroll, tax prep, business consulting; 20+ yrs"
WA-alert-new,WA,CPA,Guardian Tax Service,Ridgefield,Heidi Bratlie,heidi@gtaxpro.com,,"All phases of tax prep & bookkeeping, Vancouver-area since 2007"
WA-alert-new,WA,CPA,NWCPA,Ridgefield,Jim Holder,info@nwcpa.net,,"Boutique CPA firm, full-range accounting/tax/small-business consulting"
WA-alert-new,WA,CPA,AB Tax & Accounting Services Inc,Vancouver,Abdel,abdel.blk@ab-accounting.com,,"Accounting, bookkeeping, payroll, personal & corporate tax prep"
WA-alert-new,WA,CPA,Brewer Caley CPAs,Vancouver,,info@brewercaley.com,,Vancouver accounting & tax firm
WA-alert-new,WA,CPA,C & C Tax and Accounting,Vancouver,Carl,carl@candctaxes.com,,Tax prep & accounting for individuals & small business
WA-alert-new,WA,CPA,CLT Accounting & Taxes (Connie Liu Terpening CPA LLC),Vancouver,Connie Liu Terpening,connie@clt-cpa.com,,"Full-service tax, accounting & business consulting"
WA-alert-new,WA,CPA,Conover Tax LLC,Vancouver,,info@conovertax.com,,"Tax firm for business owners, executives, independent professionals"
WA-alert-new,WA,CPA,Donna L Graham CPA LLC,Vancouver,Donna L Graham,hello@donnagrahamcpa.com,,"Full-service tax/accounting for individuals & businesses, 20+ yrs"
WA-alert-new,WA,CPA,Firm of John F Howes CPA,Vancouver,John F Howes,cpajohn@gmail.com,,"Full-service tax prep, planning & business services; Fishers Landing area"
WA-alert-new,WA,CPA,Giesler-Tran Bookkeeping & Tax Services,Vancouver,Brian Giesler-Tran,hello@gieslertranbookkeeping.com,,"Tax return prep, tax consulting, bookkeeping, payroll"
WA-alert-new,WA,CPA,Green Taxes LLC,Vancouver,Jaimie Eck,jaimie@greentaxescpa.com,,"CPA advocate for small biz, women-owned biz, individuals; tax prep"
WA-alert-new,WA,CPA,McDonnell Thomas LLC,Vancouver,,joanna@mtvancouver.com,,"Vancouver CPA/accounting firm, tax & accounting services"
WA-alert-new,WA,CPA,Mills Associates LLC,Vancouver,,alyx@millsassoc.com,,Vancouver CPA/accounting & tax firm
WA-alert-new,WA,CPA,O'Leary's Tax Service / Thrive CPA,Vancouver,Terry Bakker,info@cpa-thrive.com,,"CPA/EA, downtown Vancouver, individual & business tax prep"
WA-alert-new,WA,CPA,"Pacific Northwest Tax and Accounting Services, Inc.",Vancouver,Guy Schoenborn Jr.,guy@pacnwtax.com,,"Full-service tax prep & accounting for individuals, business, nonprofits"
WA-alert-new,WA,CPA,Peterson & Associates CPAs,Vancouver,,kate@vancouvercpa.com,,"Long-established Vancouver tax prep firm, 55+ yrs, largest in SW WA"
WA-alert-new,WA,CPA,RJL Accounting & Tax,Vancouver,Jennifer,jennifer@rjlbs.com,,"Family-owned, 25+ yrs, individual & small/midsize business tax prep (HQ Vancouver WA)"
WA-alert-new,WA,CPA,Shields Tax & CPA PLLC,Vancouver,Travis Richardson,info@shieldstaxcpa.com,,"Vancouver CPA firm, tax prep & bookkeeping"
WA-alert-new,WA,CPA,Lisa A. Tom CPA PC,Kalama,Lisa Tom,admin@lisatomcpa.com,,"Full-service tax, accounting & business consulting firm; individuals + business"
WA-alert-new,WA,CPA,"Booth, Davis & Associates PLLC",Longview,Jacqueline Davis,cpa@boothdavis.com,,Full-service tax/accounting/payroll firm since 1984; individual + business returns
WA-alert-new,WA,CPA,Lower Columbia CPAs & Company PLLC,Longview,,cpa@lowercolumbiacpas.com,,"Licensed CPA firm; accounting, tax preparation, financial advisory"
WA-alert-new,WA,CPA,Ragan & Brown CPAs PS,Longview,Kevin Brown,maddisen@raganandbrown.com,,Longview CPA firm (Kevin Brown); tax & accounting for individuals + business
WA-alert-new,WA,CPA,Aiken & Sanders Inc PS,Aberdeen,Janet,janet@aiken-sanders.com,,"Local CPA firm; taxation, accounting, audit/assurance for individuals + business"
WA-alert-new,WA,CPA,Kristin Cooper Tax Prep,Nordland (Marrowstone Is.),Kristin Cooper,kristin@kristincoopertaxprep.com,,Solo tax practice serving all Jefferson County; individual returns
WA-alert-new,WA,CPA,Gooding O'Hara & Mackey PS,Port Townsend,,info@pttaxcpa.com,,"CPA firm; individual/corporate/partnership income tax returns, payroll"
WA-alert-new,WA,CPA,The Business Guides (CPAs),Port Townsend,,info@thebusinessguides.com,,Small-business CPA firm; tax preparation & planning + consulting
WA-alert-new,WA,CPA,Executive Tax and Financial Solutions,Bellevue,April,april@executivetaxfs.com,,"Bellevue accounting firm, tax prep for individuals/business"
WA-alert-new,WA,CPA,GDM Private Financial Solutions LLC,Bellevue,,info@forprivateclients.com,,"Bellevue tax & accounting firm, lists Tax Preparation as a service"
WA-alert-new,WA,CPA,Gale E. Smith CPA,Bellevue,Gale E. Smith,gale@gescpa.com,,"Bellevue CPA (also Redmond office), tax planning & prep for individuals/business"
WA-alert-new,WA,CPA,Geddes Chucka PLLC,Bellevue,,info@cgccpa.com,,Bellevue professional tax and accounting firm serving individuals and businesses
WA-alert-new,WA,CPA,Wallace & Associates P.S.,Bellevue,Marc Wallace,info@eastsidecpa.com,,"Bellevue CPA firm, tax prep + planning + problem resolution"
WA-alert-new,WA,CPA,Carlson Tax & Consulting PLLC,Bothell,Steve Carlson,steve@ctacpllc.com,,Bothell tax & consulting firm
WA-alert-new,WA,CPA,Hamacher CPA,Bothell,,admin@hamachercpa.com,,"Bothell/Snohomish CPA, tax & accounting"
WA-alert-new,WA,CPA,Muzzuco & Associates CPA PLLC,Bothell,,admin@muzzucocpa.com,,"Bothell CPA, tax prep + consulting + payroll"
WA-alert-new,WA,CPA,Rebecca R Braun CPA PS,Bothell,Rebecca Braun,info@rebeccabrauncpa.com,,Bothell full-service CPA firm
WA-alert-new,WA,CPA,ARCH Accounting & Tax Services PLLC,Burien,Ravi,ravi@archcpa.com,,"Burien/Renton CPA, tax + accounting + consulting"
WA-alert-new,WA,CPA,Innovative Accounting and Tax Solutions LLC,Federal Way,Lorrie,lorrie@innovative-accounting.com,,Federal Way tax & accounting firm
WA-alert-new,WA,CPA,Oldham Francis (Tax Consultants of Washington),Federal Way,,reception@oldhamfrancis.com,,Federal Way tax preparation firm
WA-alert-new,WA,CPA,CPA Solutions PLLC,Kent,B. Manley,b.manley@cpasol.com,,"Kent CPA firm, tax preparation and planning"
WA-alert-new,WA,CPA,Campbell Tax & Accounting,Kent,Kim Campbell,kim@campbelltaxandaccounting.com,,"Kent CPA, tax & accounting for individuals/business"
WA-alert-new,WA,CPA,Shannon & Associates CPAs,Kent,,info@shannon-cpas.com,,"Kent CPA firm, tax + accounting for individuals/business"
WA-alert-new,WA,CPA,Ward & Company,Kent,,admin@wardcocpa.com,,"Kent CPA/accounting firm, tax services"
WA-alert-new,WA,CPA,Bettinger Anderson CPA Group,Kirkland,,staff@bacpagroup.com,,"Kirkland CPA group, tax prep for individuals/entities/trusts/estates"
WA-alert-new,WA,CPA,Cathy Villemure CPA PLLC,Kirkland,Cathy Villemure,cathy@villemurecpa.com,,"Kirkland CPA, individual + business tax prep"
WA-alert-new,WA,CPA,KCW Accountancy Corporation,Kirkland,K. Wang,kwangcpa@kcwcpas.com,,"Kirkland CPA, tax preparation, small business"
WA-alert-new,WA,CPA,Michael Griffin CPA,Kirkland,Michael Griffin,michael@mgriffincpa.com,,"Kirkland CPA, tax preparation services"
WA-alert-new,WA,CPA,Pedersen & Associates CPAs LLC,Kirkland,Steven Pedersen,steve@pedersenacctg.com,,"Kirkland CPA, tax preparation, planning & accounting"
WA-alert-new,WA,CPA,Staudacher CPA & Associates,Kirkland,Jay Staudacher,jay@staudachercpa.com,,"Kirkland CPA firm, tax & accounting"
WA-alert-new,WA,CPA,Niverson & Associates CPA,Maple Valley,Jeff Niverson,info@niversoncpa.com,,"Maple Valley CPA, accounting & tax preparation"
WA-alert-new,WA,CPA,Mercer Island Accountants (Pangallo & Associates),Mercer Island,Sue Pangallo,sue@mercerislandaccountants.com,,"Mercer Island firm, individual & business tax returns"
WA-alert-new,WA,CPA,SquareUp CPA,Normandy Park,,admin@squareupcpa.com,,"Normandy Park (S King) CPAs, individual + business tax"
WA-alert-new,WA,CPA,Clare Accounting Group LLC,Redmond,Denise Clare,denise.clare@clareaccountinggroup.com,,Redmond full-service CPA firm
WA-alert-new,WA,CPA,Richard Miller CPA PLLC,Redmond,Rick Miller,rick@rickmillercpa.com,,"Redmond full-service CPA, tax work + planning + consulting"
WA-alert-new,WA,CPA,Northwest Tax Choices,Renton,R. Schiel,info@nwtaxchoices.com,,"Renton full-service tax, accounting & consulting firm"
WA-alert-new,WA,CPA,Butzerin Tax & Accounting,Seattle,Pete Butzerin,petebutzerin@gmail.com,,"West Seattle CPA since 1989, individual + business tax"
WA-alert-new,WA,CPA,C.P. McAuliffe CPA PS,Seattle,C.P. McAuliffe,info@cpmcpa.com,,"Westlake/SLU Seattle CPA, individual + business tax prep"
WA-alert-new,WA,CPA,Carigen's Certified Public Accountants,Seattle,,angela@carigenscpas.com,,"Columbia City Seattle CPA, individual + business tax + accounting"
WA-alert-new,WA,CPA,Count On That,Seattle,Jeffrey Levell,jeff@countonthat.com,,"Ballard CPA firm (Leary Way), tax + bookkeeping for small business"
WA-alert-new,WA,CPA,Dang Tax & Accounting,Seattle,Michael Dang,mdang@dangtax.com,,"Intl District Seattle, individual + business tax prep, 30+ yr practice"
WA-alert-new,WA,CPA,Erickson Wealth & Tax Management,Seattle,Curtis Erickson,chengying@curtcpa.com,,"Queen Anne CPA since 1991, individual + small business tax prep"
WA-alert-new,WA,CPA,"Finney, Neill & Company PS",Seattle,Bob Finney,info@finneyneill.com,,"Greenwood/Phinney Seattle CPA, tax prep + planning + accounting"
WA-alert-new,WA,CPA,Greenwood Ohlund PS,Seattle,Amanda O'Rourke,amanda@greenwoodcpa.com,,"est 1971 Seattle CPA (21st Ave W), individual + business + nonprofit tax"
WA-alert-new,WA,CPA,Haas CPA PLLC,Seattle,,kelly@haascpas.com,,"Seattle CPA (Lakeside Ave 98122), individual + business tax"
WA-alert-new,WA,CPA,Jacobson Jarvis & Co PLLC,Seattle,,info@jjco.com,,"Queen Anne Seattle CPA (nonprofit-focused), tax + audit compliance"
WA-alert-new,WA,CPA,Jana Helmuth CPA,Seattle,Jana W. Helmuth,jana@janahelmuth.com,,"solo CPA, Belltown/Queen Anne, individual + business tax"
WA-alert-new,WA,CPA,John Shafer CPA LLC,Seattle,John Shafer,johnshafercpa@comcast.net,,"solo CPA, Eastlake Seattle, individual + business tax"
WA-alert-new,WA,CPA,Magnolia CPA,Seattle,,info@magnoliacpa.com,,"Magnolia neighborhood full-service CPA, business + individual tax"
WA-alert-new,WA,CPA,Metas Financial,Seattle,Carrie,carrie@metasfinancial.com,,"Greenwood/Phinney Seattle, tax prep + bookkeeping for individuals + small biz"
WA-alert-new,WA,CPA,Minar Northey LLP,Seattle,Shannon Knipp,accounting@minarnorthey.com,,"Uptown/Queen Anne Seattle CPA, individual + business tax + accounting"
WA-alert-new,WA,CPA,Newman Dierst Hales PLLC,Seattle,Nolan A. Newman,info@ndhaccountants.com,,"Queen Anne Seattle CPA, tax prep + business advisory, individual + business"
WA-alert-new,WA,CPA,Pacific Tax West Seattle,Seattle,Kurt Romischer,kurt@pacifictaxservice.com,,"West Seattle (Fauntleroy Way), personal + small biz income tax, RSU/ISO"
WA-alert-new,WA,CPA,Seattle CPA Firm LLC,Seattle,Charles,charlesc@seattlecpafirmllc.com,,"Northgate Seattle CPA, accounting + tax services"
WA-alert-new,WA,CPA,Sprute & Davis CPAs LLP,Seattle,,email@sprutedaviscpas.com,,"Ballard CPA since 1980, individual/business/estate tax planning + prep"
WA-alert-new,WA,CPA,Steel Guarde LLC,Seattle,Blake Steel,talyn@steeltax.net,,"Ballard EA/tax firm (14th Ave NW), individual + business tax prep + IRS rep"
WA-alert-new,WA,CPA,Taxman Associates,Seattle,Howard Choder,info@taxman.cc,,"Capitol Hill (300 E Pine St), tax prep + resolution, individual + business"
WA-alert-new,WA,CPA,The Seattle CPA Firm,Seattle,,info@cpafirmseattle.com,,"SODO Seattle (1st Ave S), tax prep + audit + advisory, individual + business"
WA-alert-new,WA,CPA,Victor Jones CPA PC,Seattle,Victor Jones,victor@victorjonescpa.com,,"solo CPA, downtown Seattle, business + individual tax prep"
WA-alert-new,WA,CPA,ZeiSei CPA Group,Seattle,,info@zeiseigroup.com,,"Ballard CPA, individual + business, stock/RSU/expat tax prep"
WA-alert-new,WA,CPA,Chapman Tax and Accounting,Woodinville,Christopher Chapman,christopher@chapmanea.com,,Woodinville EA/tax & accounting firm
WA-alert-new,WA,CPA,SkyRiver Advisors PLLC,Woodinville,,info@skyriveradvisors.com,,"Woodinville CPA firm, individual + business tax prep/planning"
WA-alert-new,WA,CPA,Tami R Mrozek CPA PLLC,Woodinville,Tami Mrozek,tami@mrozek.net,,"Woodinville CPA, tax services"
WA-alert-new,WA,CPA,Adept Tax & Accounting,Cle Elum,,info@adept-accounting.com,,"Business & personal tax preparation, e-filing, past-due returns"
WA-alert-new,WA,CPA,"Bivens & Wilson, P.S.",Ellensburg,Jeremy Wilson,jeremy@bivensandwilson.com,,Full-service tax & accounting firm; tax management services for individuals & businesses
WA-alert-new,WA,CPA,"Grebb, Johnson, Reed & Wachsmith, LLP",Ellensburg,,amy@gjrw.com,,Established CPA firm; tax and accounting services
WA-alert-new,WA,CPA,"Hoffman and Company, CPA, LLC",Goldendale,,hoffman@gorge.net,,Full-service tax & small business CPA firm; recurring tax compliance
WA-alert-new,WA,CPA,Herman & Associates CPAs PC,White Salmon,,info@herman-associates.com,,"Full-service tax, accounting & business consulting CPA firm"
WA-alert-new,WA,CPA,"Menichelli & Associates, PLLC",Chehalis,Peter Menichelli,peterm@menichelli.cpa,,"Full-service tax, accounting & consulting CPA firm; recurring individual + business compliance"
WA-alert-new,WA,CPA,ABC Bookkeeping & Business Support (Belfair Tax & Accounting),Belfair,,accountant@abcbkbs.com,,Small firm; tax preparation + bookkeeping for individuals & small business (also Gig Harbor)
WA-alert-new,WA,CPA,Northwest Accounting Group,Shelton,,nw@nwaccountinggroup.com,,"CPA firm; tax prep, payroll, bookkeeping for individuals & businesses"
WA-alert-new,WA,CPA,"Wittenberg CPA, PS",Shelton,Michael D Wittenberg,admin@wittenbergcpa.com,,"Full-service tax, accounting & business consulting; individual + business returns"
WA-alert-new,WA,CPA,Willapa Bay Accounting LLC,Ocean Park,Lora Past,lora@willapabay.org,,"Full-charge bookkeeping, accounting & tax preparation (per Ocean Park chamber)"
WA-alert-new,WA,CPA,Commencement Bay Accounting LLC,Bonney Lake,Laura,commbaykylie@gmail.com,,"Full-service accounting and tax preparation, all kinds of tax returns"
WA-alert-new,WA,CPA,FLS Accounting (Fullaway Lamphear & Sauve PLLC),Fife,,flscpas@flscpa.net,,Tax preparation and accounting firm since 1978
WA-alert-new,WA,CPA,"Johnson, Stone & Pagano, P.S.",Fircrest,,inquiries@jspcpa.com,,Full-service CPA firm serving Pierce County; tax and accounting
WA-alert-new,WA,CPA,"Sutton-McCann and Company, P.S.",Fircrest,,admin@sutton-mccann.com,,"Full-service tax, accounting and business consulting firm"
WA-alert-new,WA,CPA,Pennywise Tax & Accounting Inc,Gig Harbor,,info@pennywisetax.com,,Full-service tax and accounting firm
WA-alert-new,WA,CPA,"Robert Bahus, CPA (Bahus & Brenner)",Gig Harbor,Robert Bahus,robert@robertbcpa.com,,CPA firm; individual and business tax and accounting
WA-alert-new,WA,CPA,The Tax Shack,Gig Harbor,,office@thetaxshack.com,,"Enrolled agents; tax preparation and planning, business tax"
WA-alert-new,WA,CPA,"Brink & Sadler, CPAs",Lakewood,Johann Drewett,info@brinkandsadler.com,,"Full-service tax, accounting and consulting firm; tax return preparation"
WA-alert-new,WA,CPA,F. James Weinand & Associates CPA's,Lakewood,F. James Weinand,info@weinandandassociates.com,,"Professional tax and accounting firm, seven CPAs"
WA-alert-new,WA,CPA,"Lively & Bair CPAs, P.S. Inc.",Lakewood,,cpaoffice@livelyandbaircpas.com,,"Full-service tax, accounting and consulting firm"
WA-alert-new,WA,CPA,"Benson & Williams, CPA's, Inc., PS",Puyallup,,tina@taxmenot.com,,"Full-service tax, accounting and consulting firm"
WA-alert-new,WA,CPA,"Gintz Accounting & Tax, LLC",Puyallup,,info@gintztax.com,,Tax services and accounting for business owners and individuals
WA-alert-new,WA,CPA,"Powers Public Accounting P.S., Inc.",Puyallup,,admin@kpowerscpa.com,,"Full-service tax, accounting and consulting firm"
WA-alert-new,WA,CPA,"William B. Hondle, CPA PLLC",Puyallup,William B. Hondle,bill@hondlecpa.com,,"Full-service tax, accounting and business consulting firm"
WA-alert-new,WA,CPA,"Yasmin L. Caldwell, CPA PS Inc.",Puyallup,Yasmin L. Caldwell,yasmin@yasmincaldwellcpa.com,,CPA and consultants serving individuals and businesses
WA-alert-new,WA,CPA,"Curtis Stebbins & Co., CPA",Tacoma,Curtis Stebbins,admin@stebbinscpa.com,,CPA firm; tax and accounting for individuals and businesses
WA-alert-new,WA,CPA,J&J Tax Accounting PLLC,Tacoma,,accounting@jjcpa-law.com,,Tax and accounting practice serving individuals and businesses
WA-alert-new,WA,CPA,"Michael A. Passeck, CPA, PS Inc.",Tacoma,Michael A. Passeck,mike@mapcpa.net,,"Professional tax and accounting firm, individual and business returns"
WA-alert-new,WA,CPA,"R & I Tax & Bookkeeping Service, Inc.",Tacoma,Linda Y.,linda.y@ritbsinc.com,,Tax preparation and bookkeeping for individuals and businesses
WA-alert-new,WA,CPA,"The Doty Group, P.S. (Richey May Washington)",Tacoma,Jennifer McQuilkin,info@dotygroupcpas.com,,Established Tacoma CPA firm; individual and business tax services
WA-alert-new,WA,CPA,"L.C. Miller CPA, PS",University Place,L. Calyn Miller,support@lcmillercpa.com,,CPA firm; tax and accounting for individuals and businesses
WA-alert-new,WA,CPA,"Mary Jane Dubbs, CPA",University Place,Mary Jane Dubbs,maryjane@dubbscpa.com,,Personal and business accounting and tax prep
WA-alert-new,WA,CPA,Sound Advisors,University Place,,chandler@sound.tax,,Enrolled agents; tax preparation and planning firm
WA-alert-new,WA,CPA,Tax Center UP,University Place,Jill,jill@taxcenterup.com,,Tax preparation and e-filing business
WA-alert-new,WA,CPA,Encompass Financial Services,Anacortes,Todd Wiersum,info@encompass.tax,,"CPA firm; personal, business & entity tax returns, planning, bookkeeping"
WA-alert-new,WA,CPA,Hilsinger & Company CPAs,Burlington,,info@hilsinger.com,,CPA firm; tax & accounting (email per chamber directory listing on own domain)
WA-alert-new,WA,CPA,"Alfa & Omega Tax Services, LLC",Mount Vernon,,info@alfaandomegatax.com,,"Tax prep firm; personal, business, estate & inheritance tax preparation"
WA-alert-new,WA,CPA,"John R Brown, CPA, Inc. P.S.",Mount Vernon,John R Brown,info@johnrbrowncpa.com,,Family-owned CPA firm since 1979; individual & business tax prep (email per chamber directory)
WA-alert-new,WA,CPA,"Oostra Rouw & Associates, Inc.",Mount Vernon,,info@oostrarouw.com,,Accounting firm; individual & business tax preparation
WA-alert-new,WA,CPA,"Danta CPA & Associates, PS",Arlington,Mark Danta,mark.danta@dantacpa.com,,CPA firm; individual & business tax preparation
WA-alert-new,WA,CPA,David Rumsey CPA,Arlington,David Rumsey,david@davidrumseycpa.com,,CPA firm; income tax preparation & planning for individuals & businesses
WA-alert-new,WA,CPA,"Isaacson Tax and Accounting, Inc.",Edmonds,,info@itataxadvisors.net,,Tax & accounting firm; individual & business tax preparation
WA-alert-new,WA,CPA,Loughrin & Company CPAs,Edmonds,Wm D Loughrin II,cpa@loughrin.com,,CPA firm; tax preparation & accounting
WA-alert-new,WA,CPA,"Squires Maddux & Company, PLLC",Edmonds,,info@squiresmaddux.com,,"CPA firm; tax planning, compliance & preparation"
WA-alert-new,WA,CPA,"Will Chen, CPA PLLC",Edmonds,Will Chen,will.chen@willchencpa.com,,"CPA firm; tax preparation, planning & accounting for individuals & small businesses"
WA-alert-new,WA,CPA,Community Tax Services,Everett,Alex Caceres,info@everetttax.com,,Independent tax firm; individual & small business tax preparation
WA-alert-new,WA,CPA,"Klett and Associates, PLLC",Everett,Jenise Kazen,jenisek@klettcpa.com,,Full-service CPA firm; tax preparation for individuals & businesses
WA-alert-new,WA,CPA,Maris & Associates CPAs,Everett,,info@mariscpa.com,,"CPA firm; business & individual tax preparation, planning & advisory"
WA-alert-new,WA,CPA,"Scott A. Rosengren, CPA, PLLC",Everett,Scott A. Rosengren,scott@rosengrencpa.com,,CPA firm; small business & individual tax planning & prep
WA-alert-new,WA,CPA,North Cascades CPA PLLC,Lynnwood,,info@northcascadescpa.com,,CPA firm; tax strategy & preparation for small business & individuals
WA-alert-new,WA,CPA,Sora Son CPA LLC,Lynnwood,,contact@sorasoncpa.com,,CPA firm; income tax preparation for individuals & businesses
WA-alert-new,WA,CPA,"Werner, O'Meara & Company",Lynnwood,Peg O'Meara,admin@wernercpa.com,,CPA firm serving individuals & local businesses; tax services core offering
WA-alert-new,WA,CPA,"McCone & Associates, P.S.",Marysville,Kathy (admin),kathy@mcconecpas.com,,CPA firm; individual & business tax preparation
WA-alert-new,WA,CPA,"Carter Schwartze CPAs, PLLC",Mill Creek,Kristal Schwartze,hello@millcreekcpa.com,,"CPA firm; tax prep, accounting & planning for individuals & small businesses"
WA-alert-new,WA,CPA,Duncan Witt CPA Group PLLC,Mill Creek,,brooke@dwcpa.net,,CPA firm; individual & business tax preparation
WA-alert-new,WA,CPA,"David Breinig, CPA PLLC",Monroe,David Breinig,david@davidbreinigcpa.com,,CPA firm; individual & business tax preparation
WA-alert-new,WA,CPA,"Hansen & Cogar, PLLC",Monroe,Staci Cogar,staci@qhcpa.com,,CPA firm; individual & business tax services
WA-alert-new,WA,CPA,"Roberts and Company CPAs, P.S.",Mountlake Terrace,,info@robertsandcocpas.com,,CPA firm; tax services for individuals & businesses
WA-alert-new,WA,CPA,"Sharon Andreason, CPA",Mountlake Terrace,Sharon Andreason,smandreas@aol.com,,CPA firm; tax preparation & planning
WA-alert-new,WA,CPA,"Holly Kopra, CPA, PLLC",Mukilteo,Holly Kopra,admin@hollykcpa.com,,CPA firm; individual & business tax preparation (Mukilteo/Everett)
WA-alert-new,WA,CPA,Rivera Accountancy LLC,Snohomish,Laura Rivera,lauracpa@riveraaccountancyllc.com,,CPA firm; individual & business tax preparation
WA-alert-new,WA,CPA,"Langabeer, McKernan, Burnett & Co. PS",Stanwood,,stanwood@lmbcpas.com,,Full-service CPA firm; tax preparation & planning
WA-alert-new,WA,CPA,Precisely Right Accounting,Lacey,Cynthia Knapp EA,info@preciselyrightonline.com,,Tax prep individual/corp/trust/estate/partnership + bookkeeping/payroll
WA-alert-new,WA,CPA,StraderHallett PS,Lacey,Charles Hallett CPA,cpa@straderhallett.com,,"Established CPA firm; tax return preparation, planning, accounting"
WA-alert-new,WA,CPA,Tammy Tax Consulting & Co.,Lacey,Tammy Nguyen EA,admin@tmtaxconsulting.com,,"CPA & EA firm; business & individual tax prep, IRS audit resolution"
WA-alert-new,WA,CPA,Budd Bay Accountants & Advisors,Olympia,Gary Merz,gmerz@bbayaa.com,,"CPA firm; tax prep + business advisory, 30+ yrs public accounting"
WA-alert-new,WA,CPA,"DNM & Associates, PS",Olympia,,administrator@dnmassociates.com,,"Full-service CPA firm; tax prep for individuals & businesses, IRS resolution"
WA-alert-new,WA,CPA,"McSwain & Company, PS",Olympia,Charles (Chuck) McSwain CPA,chuck@mcswaincpa.net,,CPA firm; individual/partnership/corp/trust/estate/gift tax return prep
WA-alert-new,WA,CPA,Inspire Advisors,Tumwater,,info@inspire.cpa,,"CPA firm; accounting, payroll, tax services for small businesses"
WA-alert-new,WA,CPA,SingleWide Accounting,Yelm,Kendra Gebb EA,kendra@singlewideaccounting.com,,"EA-led firm; tax preparation/filing, accounting, payroll, bookkeeping"
WA-alert-new,WA,CPA,Davis Tax Service,Cathlamet,,info@davistaxservice.com,,Long-established tax prep for individuals & businesses (25+ yrs)
WA-alert-new,WA,CPA,Arvid Garnaas CPA P.S.,Bellingham,Arvid Garnaas CPA,garnaascpa@gmail.com,,Solo CPA firm; individual & business income tax preparation
